at,csho,dltt,ebit,ebitda,ni,prcc_c,prch_c,prcl_c,exchg
1085.907,12.261,473.928,-2.266,12.666,-24.458,20.11,44.71,19.25,11
8885,269.098,4253,1465,2006,2012,59.5,60.83,36.47,14
,26.406,,,,,14.05,14.29,12.49,11
,6.52,,,,,13.75,13.99,12.07,11
,8.749,,,,,14.215,14.87,13.01,11
,32.903,,,,,12.58,13,11.175,11
,22.285,,,,,11.41,11.64,9.5199,11
,5.71,,,,,9.63,10.69,8.8001,11
11.629,8.059,1.512,-3.291,-3.091,-3.42,9.95,11.35,3.69,14
1681.16,11.848,38.447,46.612,47.043,29.841,25.39,25.45,17.81,14
,47.75,,,,,15.21,15.59,12.65,11
,87.619,,,,,13.57,13.69,11.65,11
,262.721,,,,,14.38,14.45,12.3,11
,21.292,,,,,22.28,23.82,18.49,11
565.874,136.713,383.045,-39.209,-36.941,-72.24,17.73,19.73,13.84,14
14842.991,590.268,233.198,831.225,1370.746,742.686,22.64,30.32,19.9,11
31.31,150.829,0,-35.532,-33.57,-35.307,3.94,11.9,3.11,14
,11.497,,,,,14.1,14.73,12.27,11
3941.863,18.802,91.843,80.466,85.78,43.745,35.52,35.88,28.07,14
,87.276,,,,,19,19,15.25,11
30.062,9.073,0,-1.713,-1.451,-4.439,3.19,20.7,1.03,14
6787,62,1516,1050,1139,737,135.69,159,105.28,11
,44.253,,,,,21.69,21.86,16.52,11
,62.626,,,,,8.42,8.48,7.2375,12
46.704,2.936,0.16,-1.176,-1.091,-0.955,11.95,16.8,10.26,14
25604.054,83.959,1424.054,430.897,469.216,323.473,59.44,67.51,50.65,11
,89.821,,,,,5.75,6.55,5.16,11
,103.333,,,,,10.46,10.47,8.27,11
,130.693,,,,,7.51,9.09,7.3,11
,34.525,,,,,15.55,15.64,12.38,11
126.748,2.853,16.641,0.707,0.88,-1.1,2.77,5.0551,2.12,14
6.534,23.174,1.103,-23.001,-22.837,-23.253,4.28,4.5,3.3108,14
955.813,29.925,25.434,28.664,47.964,25.791,24.51,40.67,23.69,14
,121.904,,,,,11.2,11.38,9.21,11
,73.162,,,,,11.4,11.7,9.28,14
5477.8,237.7,2060.4,202,742,-97.3,4.5,9.01,2.58,11
,31.65,,,,,19.29,20.17,15.79,11
,47.567,,,,,23.79,25.13,17.44,11
19.753,46.125,0.671,-15.877,-15.814,-15.566,0.523,1.105,0.35,12
,31.451,,,,,12.88,12.91,11.04,12
,135.609,,,,,7.67,8.1,7.2,11
1039.508,33.4,632.441,34.156,,9.628,21.86,23.98,17.44,14
597.381,12.985,14.547,28.995,45.574,0.966,59.18,74.73,46.5296,14
203.095,71.604,68.435,15.864,50.874,3.771,3.47,3.75,2.51,12
,22.771,,,,,12.08,12.78,10.9682,11
6.36,103.967,0,-2.13,-2.125,-1.433,0.92,0.96,0.05,19
2820.178,59.329,1500.011,177.37,434.902,61.202,23.46,25.82,19.01,14
,35.998,,,,,16.39,16.55,13.33,11
,19.541,,,,,12.35,12.42,9.58,12
,75.773,,,,,5.12,5.805,4.46,11
,44.107,,,,,10.02,10.02,8.22,11
,4.21,,,,,15.32,15.45,12.43,11
,38.296,,,,,14.24,14.78,12.64,11
13.087,8.594,0.861,-16.678,-16.184,-16.414,1.24,9.65,0.88,14
7636.721,91.326,2848.245,76.183,910.537,-241.166,7.34,30.94,4.29,11
12779.956,306.731,4852.986,1001.683,1313.46,541.26,35.7,36.63,22.74,14
4803.956,54.052,1219.42,215.602,,382.079,65.98,69.12,52.85,11
110.44,61.938,0.684,-4.349,5.043,-14.734,0.7,2.0644,0.525,14
23708.97,39.731,20562.743,923.55,1028.599,141.803,58.24,69.97,51.19,11
4691.348,102.104,880.385,88.913,,-113.635,2.79,5.89,2.33,11
,26.777,,,,,11.85,12.08,10.8,11
,22.604,,,,,9.59,9.84,8.93,12
,9.958,,,,,22.29,23.59,16.965,11
1047.945,49.62,348.093,-64.072,42.595,-62.53,18.5,25.84,17.71,14
11697.96,50.755,2718.267,885.215,1257.323,500.712,128.8,130.96,76.9,11
1207.443,12.114,41.469,61.886,64.586,27.116,21.98,25.44,17.51,14
69696.552,91.108,658.381,360.505,364.573,246.09,29.93,33.57,20.16,11
2075.885,14.3,246.55,101.837,108.94,70.015,29.63,41.77,24.01,14
,20.237,,,,,14.89,15.14,14.7731,11
,5.556,,,,,14.47,15.72,14,11
,72.962,,,,,25.52,25.65,18.67,11
,19.737,,,,,10.89,11.26,9.01,11
,29.153,,,,,12.15,12.19,10.54,11
173.799,18.363,23.244,-9.721,-2.35,35.537,10.5,15.34,9.17,14
2168.769,28.64,1354.616,136.851,173.692,56.004,12.39,27.57,12.11,14
799.718,47.701,241.265,-116.605,-82.005,-272.966,2.04,17.57,1.49,14
270.526,25.634,39.161,-2.145,15.146,-7.868,7.71,8,2.8499,11
,23.889,,,,,10.81,11.189,10,11
3061.8,53.8,1708,375.6,465.3,189.5,87.06,92.33,39.785,11
15172.448,90.641,403.81,408.123,445.573,225.291,24.93,26.28,16.71,11
,36.576,,,,,13.44,13.52,11.82,11
,47.42,,,,,5.58,5.8,4,12
44291.2,59.946,3686.4,906.3,2151.2,382.6,131.08,134.25,88.31,11
2443.2,33.886,1411.1,168.7,306.6,62.5,60.96,61.33,39.51,11
1965.8,115.652,466.2,142.9,191,87.1,13.4,16.13,9.65,11
26616,487.698,10221,2138,3778,928,22.99,27.96,21.325,11
28747.513,592.691,2913.399,723.825,881.228,1006.893,33.54,46.5,26.32,14
,64.079,,,,,14.19,14.58,11.63,11
385.267,48.449,106.303,48.381,48.381,-32.798,5.44,7.45,5.02,14
,36.848,,,,,13.55,13.63,12.4,11
,82.432,,,,,21.95,22.25,18.03,11
1746.328,15.707,19.99,41.066,44.982,24.108,17.28,19.18,13.8201,14
,60.746,,,,,14.27,14.54,12.22,11
5832.661,102.476,2156.292,244.966,,175.266,49.18,53.23,34.31,11
124.501,44.271,5.664,-6.962,0.801,-4.042,3.78,5.57,2.61,14
55126,893,5450,503,1405,126,162.64,167.56,130.1001,11
82.663,73.545,0,-46.245,-46.165,-16.819,2.48,3.41,1.44,14
237.888,52.657,41.104,-37.383,-27.829,3.016,6.23,18.1,3.06,14
14326,93.275,1367,542,545,402,49.02,50.77,37.66,11
23483.369,291.371,187.755,189.754,,173.736,6.23,6.47,5.8,14
37.452,27.359,0,-9.255,-9.255,-8.308,5.18,7.3,1.77,14
101342,503.5,3248,954,1018,343,4.4,5.02,2.89,11
,13.851,,,,,12.07,12.29,10,11
,76.3,,,,,18.02,18.5944,13.3,11
289.814,59.172,274.728,-98.867,-97.574,-121.692,10.61,14.94,5.75,14
5656.963,56.841,54.392,134.901,140.128,51.559,12.97,13.73,7.66,14
1479.6,22.95,678.8,91,120.8,48.8,42.43,47.33,29.005,14
16437.82,1011.374,2385.11,-327.746,800.01,234.681,7.662,7.662,4,19
954.93,37.936,97.991,261.045,287.902,204.902,379.11,421.45,206.79,14
3227.59,64.045,1906.155,242.628,301.362,76.389,17.93,30.85,14.2,11
6239.16,109.706,3005.457,364.112,,128.628,14.35,15.77,9.94,11
25.898,7.878,0.374,-0.824,-0.069,2.947,2.74,7.22,2.298,12
1719.368,94.447,373.465,-33.773,-22.991,-151.942,1.45,4.6495,0.9995,11
1382.092,38.934,4273.786,629.916,689.846,400.709,293.78,302.045,220.9,11
102.561,23.229,0.142,-10.722,-9.288,-10.337,7.09,9,5.13,14
29236,1007,9183,9664,10186,8118,298.59,301.53,180.98,11
5800.063,367.131,2159.793,470.09,470.09,144.487,6.44,6.975,6.21,14
,56.918,,,,,10.24,10.25,9.17,11
,15.07,,,,,25.95,26.99,18.59,11
,13.86,,,,,16.55,16.61,12.93,11
,44.121,,,,,17.25,17.33,13.88,11
,9.256,,,,,13.96,14.3887,11.07,12
275909,688.335,14768,36482,48133,34343,1339.39,1367.07,1022.37,14
275909,688.335,14768,36482,48133,34343,1339.39,1367.07,1022.37,14
93.725,211.788,116.385,-43.76,-42.16,-51.903,1.29,2.34,1.02,14
1003.719,141.669,723.952,118.536,267.034,74.086,5.56,7.175,3.75,11
2370.9,42.848,640.8,196.8,314.5,152,151.31,163.935,99.67,14
43.585,68.526,2.09,-4.827,-4.704,-4.591,5.29,5.82,1.07,12
1983.565,69.4,540.821,212.023,327.567,174.452,56.32,67.67,47.52,14
1882.182,7.869,33.46,28.163,31.54,18.216,28.84,31.89,24.67,14
8532.377,129.534,4752.838,652.494,,419.967,105.62,124.455,86.99,11
6.894,1.401,0.917,-8.913,-8.789,-3.773,4.3,13.8,2.518,14
2461.968,107.364,1288.613,204.946,205.208,173.598,14.02,14.53,10.95,11
49046.3,632.58,24738.7,901.5,4553.7,11521.4,21.795,27.84,19.495,14
49046.3,632.58,24738.7,901.5,4553.7,11521.4,21.795,27.84,19.495,14
49046.3,632.58,24738.7,901.5,4553.7,11521.4,21.795,27.84,19.495,14
,5.369,,,,,18.88,19.39,15.9293,12
,26.697,,,,,12.55,12.62,11.1,11
5.917,11.09,1.856,-3.869,-3.761,-4.217,0.8903,1.4586,0.38,14
435.826,30.801,182.94,44.494,60.008,15.778,6.35,9.77,5.53,14
411.984,65.223,189.998,-61.556,-41.443,-61.623,0.801,3.44,0.72,19
2.656,11.16,5.835,-6.066,-5.808,-10.716,5.7,26.1,1.5,19
6392.812,68.574,2580.193,180.201,457.961,-10.612,31.98,40,26.5,14
3885.37,119.391,2392.582,197.831,314.212,89.177,14.54,15.1,10.31,11
724.826,101.288,377.12,249.46,249.511,157.288,14.16,20.54,10.03,14
1847.2,16.666,267,56.4,99.7,35.8,58.96,76.79,43.26,11
13261,128.385,3800,693,1321,421,70.15,81.04,55.82,11
3425.766,200.208,1124.608,120.004,120.233,183.487,11.08,11.52,8.76,11
30813.619,715.631,10040.918,-1177.457,2023.085,-2451.006,6.94,9.81,5.08,11
39.687,5.569,0,0.54,1.283,-0.095,4.6,7.79,3.55,14
,39.864,,,,,13.72,13.93,12.591,11
,19.984,,,,,22.61,23.4995,18.42,12
432.2,39.517,0,-222.104,-221.855,-213.256,128.86,130.01,40.91,14
50616.434,53.52,1750.85,918.871,939.018,588.926,136.61,137.935,100.33,14
1318.691,20.347,106.549,84.904,141.104,22.035,67.5,72.271,48.07,11
15.308,17.2,1.191,-9.682,-9.662,-7.83,0.67,1.18,0.2813,14
2052.21,66.785,7.29,173.171,185.562,76.449,84.9,97.08,59.3611,14
444.89,8.695,262.122,16.246,28.688,-14.773,0.8,25.1,0.61,14
956.375,43.616,1.103,102.562,117.429,108.839,178.02,183.46,107.445,14
3301.698,42.323,1156.353,258.877,346.221,137.116,74.83,89.83,53.56,11
3250.494,51.032,1037.148,195.279,346.749,88.095,74.52,79.18,50.41,11
,7.006,,,,,10.95,11.5,9.9503,12
,20.947,,,,,6.63,6.97,6.12,11
,40.541,,,,,9.99,10.32,9.03,11
4029.545,193.557,1965.365,243.191,,169.117,31.48,36.32,27.97,11
23068.131,208.901,10994.073,668.282,,579.761,119.74,136.32,100.05,11
13.449,76.898,0,-8.659,-7.963,-8.424,2.51,13.6,1.2713,12
1994.177,12.445,23.841,38.371,41.202,17.318,22.74,25,19.74,14
7559.754,137.249,3424.756,183.629,,84.969,47.03,50.94,39.91,11
297.262,15.206,119.625,1.576,15.281,0.261,3.24,6.5,2.31,11
14.293,12.561,0.429,0.275,1.3,-5.416,0.039,0.15,0.031,19
19.933,7.984,1.273,2.275,2.492,0.893,1.9565,3.1156,1.7301,14
6861,86.6,2974,255,509,156,42.84,43.83,35.8884,11
,23.205,,,,,12.87,12.97,11.46,11
,19.973,,,,,17.25,17.35,12.77,11
971.425,9.366,652.141,36.296,66.528,-17.656,14.25,35.4,7.87,11
195.402,19.713,40.151,3.538,8.24,-8.492,5.95,8.715,4.8,14
23199,763.485,12727,3884,5100,2698,69.04,70.34,50.89,11
487.227,13.697,352.02,18.915,,1.909,6.78,7.6898,5.5232,14
6634.829,85.965,409.811,73.884,79.341,42.142,13.83,14.4,12.02,14
1289.434,8.889,260.19,17.178,17.92,9.53,18.53,19.57,15.2103,14
89.165,24.42,1.447,-12.15,-10.936,-11.263,0.89,2.23,0.4568,14
1488.015,15.278,5.846,24.444,26.203,11.672,13.08,16.06,11.101,14
,126.337,,,,,13.93,16.49,12.21,11
14905,431,7092,1103,1103,793,18.65,19.28,15.28,14
538.03,7.447,40.145,8.482,8.819,4.307,15.16,15.2,10.7001,14
1104.271,22.719,277.557,67.045,100.785,41.743,68.72,70.5,44.78,14
363.157,45.228,126.342,14.768,46.672,3.015,1.39,2.935,1.07,11
,103.832,,,,,13.75,13.95,11.94,11
,61.913,,,,,10.59,10.79,9.4731,11
,8.32,,,,,16.71,16.82,15.41,11
3390.277,71.961,2270.912,81.281,462.518,-20.383,3.88,12.1,3.24,14
19298.5,378.764,4652.5,452.2,1358.2,-1067.4,21.64,33.91,17.36,11
135.873,37.34,4.11,-7.847,-5.432,-18.331,16.46,25.02,8.28,14
14467.331,517.456,7101.964,576.501,,374.684,21.11,21.63,15.5,11
,39.23,,,,,15.9,16,12.7,11
8.917,12.016,6.544,-12.033,-11.643,-10.006,1.02,5.33,0.81,14
9476,119.555,3590,1045,1387,852,123.12,128.875,87.23,11
827.8,16.843,211.2,84.8,122.6,55.4,70.43,77.55,56.6744,11
4100.083,9.742,476.04,33.791,40.717,25.239,23.71,25.06,17.56,14
3513.905,50.086,1759.803,300.325,329.32,142.281,40.5,41.38,26.25,11
987.997,27.282,459.81,93.08,167.845,37.586,18.96,27.49,17.565,14
935.6,108.675,559.4,43.9,108.4,-42.6,2.33,3.02,2.14,11
2821.749,100.141,0,293.635,378.758,255.151,68.8,70.17,56.09,11
8298.418,43.321,2754.423,459.684,696.813,99.006,209.46,221.6571,134.36,11
5409.686,77.509,2800.003,289.004,425.769,152.79,15.56,16.74,10.74,11
,12.768,,,,,11.19,11.33,9.27,11
51.601,27.613,4.317,17.153,18.85,13.978,14.65,16.2664,4.19,14
8320,224.296,2561,459,720,562,24.16,25.66,17.33,11
2140.295,30.992,322.556,159.348,177.602,95.726,137.76,138.58,88.84,14
26.065,37.643,0.898,-18.684,-18.078,-27.381,0.912,3.9,0.8208,14
1183.088,34.185,269.27,85.124,137.105,67.659,69.46,71.02,50,14
99.896,20.57,193.962,-4.931,-0.497,-35.716,0.83,1.7,0.59,14
2156.052,210.701,772.106,4.415,335.333,-134.83,1.69,3.315,0.9102,11
120.745,3.413,66.022,14.844,22.487,7.796,10.01,18.3137,10.01,14
5639.581,104.253,2323.907,565.348,603.16,286.5,39.96,41.76,31.07,11
11220.238,61.129,312.599,311.537,328.008,155.131,30.28,33.52,24.05,11
,29.825,,,,,11.88,12.6252,10.13,11
,24.738,,,,,10.97,11.03,9.82,11
,35.441,,,,,7.9,10.99,6.87,11
37.24,111.393,0.272,-23.288,,-23.33,0.3377,1.77,0.1951,14
2142.855,13.36,1739.466,67.859,149.582,-192.11,4.48,8.1,1.69,11
25.407,28.939,0.825,-32.581,-30.477,-41.622,1.03,2.1299,0.2405,14
245.202,12.687,63.966,-45.102,-32.664,-75.183,2.07,8.66,1.78,14
151.948,6.949,2.605,42.272,45.436,34.539,37.4,96.5,26,14
442.453,1.845,1.06,8.761,9.297,4.743,35.75,37.99,29.52,14
,48.983,,,,,17.83,18.06,14.44,11
3767.1,88.303,1836.8,576.5,810.6,371.4,59.16,67,33.9,14
1898.4,45.114,555.5,95.6,149.9,57.7,27.19,40.95,22.5275,14
2395,91.6,1146.5,149.8,196.7,101.1,218.74,232,107.44,14
79.205,43.908,0.183,-14.031,-14.007,-12.942,6.74,13.37,6.36,14
5349.3,72.283,2375,201.8,397.6,283.7,30.82,40,27.32,11
16087.2,398.3,4874.4,986.6,1559.7,502.7,75.35,75.83,46.34,11
267.71,49.586,32.5,23.501,38.71,16.346,5.57,7.33,4.11,12
2454.326,31.881,1250.671,123.328,,35.966,11.81,12.09,9.9,11
914.258,25.828,284.717,85.807,110.941,66.881,34.54,35.68,18.3775,14
,21.577,,,,,11.22,11.99,8.41,11
,17.881,,,,,13.5,13.68,12.36,11
,94.802,,,,,13,13.35,10.5,11
3249.49,116.052,1514.346,405.406,505.444,221.809,25.41,26.07,10.56,14
459.145,10.834,135.316,18.962,37.497,16.503,23.12,23.34,13.41,14
1071.28,91.193,434.746,36.926,82.958,-10.535,3.11,4.15,2.409,11
330.771,8.282,0.514,2.922,3.204,0.812,7.75,8.45,6.78,14
1564.6,20.805,983.6,136.8,191.9,66.6,38.22,44.75,16.51,11
612.495,55.509,201.966,-45.391,-4.46,-88.949,0.65,1.6697,0.385,14
9.695,5,0,-5.027,-5.007,-3.856,1.91,1787.5,0.5,12
94493,554,5531,2727,3358,1933,92.55,95.56,71.2,11
,97.077,,,,,6.19,6.7,5.81,11
,139.668,,,,,4.4,4.74,3.69,12
,10.451,,,,,42.5,42.74,35.6,11
300.532,3.02,9.068,5.606,5.88,1.937,13.83,14.5,12.46,19
194.763,25.232,78.046,4.671,12.787,2.015,2.7,3.34,1.51,14
1629.223,84.497,1117.706,100.963,233.098,16.517,13.43,13.94,4.9224,11
1002.087,71.502,418.369,4.578,38.896,-21.697,4.6,5.9176,3.79,14
2635.582,16.843,806.413,40.75,192.703,67.529,33.16,77.77,26.42,11
4757.7,56.686,3502.8,159.3,408.1,-105.9,11.35,43.35,4.67,11
,26.565,,,,,16.4,17.19,13.35,11
23.043,4.111,8.59,-5.585,-2.465,-6.458,3.21,6.8473,3.0001,14
,11.026,,,,,12.07,13.7,10.73,12
18.656,123.973,3.043,-6.522,-6.159,-6.693,0.1726,1.2,0.12,19
,36.33,,,,,17.66,18.5,15.84,11
1842.654,107.269,966.638,43.501,,6.475,8.56,8.97,6.08,12
557.88,39.655,74.204,-34.06,-24.694,-35.194,32.51,33.9245,22.57,14
496.876,28.347,287.292,52.461,73.815,42.206,21.765,27.14,18.6,14
26821.948,102.524,471.675,756.769,775.226,499.171,57,57.61,38.55,11
5024.405,30.424,280.587,57.865,61.928,38.339,41.21,52.18,34.26,14
1528.892,41.754,422.809,-0.842,66.498,-55.985,10.62,11.82,6.83,11
12.969,4.019,0.064,-11.205,-11.164,-8.635,1.91,19.8,1.56,14
2808.427,33.867,1445.709,138.007,246.199,35.867,20.16,21.62,16.0925,11
12172,216.024,4150,926,1789,493,47.74,55.15,38.9,11
4244.945,115.281,1479.426,10.225,,9.197,20.91,23.21,18.62,11
27.383,32.616,14.029,-18.974,-18.392,-19.266,3.85,8.82,3.49,14
5139.4,56.2,2250.2,263.3,473.9,-361,48.5,67.88,44.605,11
,4.213,,,,,14.01,14.18,12.9886,11
,67.302,,,,,10.99,11.09,9.2975,11
,10.863,,,,,11.96,15.25,11,11
2044.664,366.982,700.459,107.616,332.649,38.69,1.29,2.64,0.9218,12
1868.376,30.446,1070.422,184.911,358.682,95.052,125.77,145.09,73.74,14
60.984,10.094,0.418,21.922,22.641,17.286,107.29,119.89,53.2,14
3586.362,213.6,1716.054,92.683,,32.397,13.4,14.3,10.575,11
576.377,33.049,178.36,50.171,50.171,-7.234,13.25,15.34,9.23,14
,83.676,,,,,14.95,15.67,13.3374,11
697.729,34.778,5.621,73.1,86.313,64.398,50.71,50.87,30.86,14
31.533,10.404,14.383,-16.078,-14.236,-17.727,0.59,2.95,0.5,14
47.343,32.934,1.078,-1.01,3.493,-3.79,2.08,3.43,1.65,14
33735,530,15634,3187,7320,2049,32.74,33.655,24.11,14
33735,530,15634,3187,7320,2049,32.74,33.655,24.11,14
33735,530,15634,3187,7320,2049,32.74,33.655,24.11,14
5268,141.9,3050,282,572,-109,11.42,15.5,6.71,11
26698.766,247.44,4476.938,380.609,401.708,195.484,11.915,12.915,10.28,14
1996.347,27.148,478.88,68.835,71.523,35.903,19.03,19.48,15.55,14
1179.52,15.703,10.126,26.451,29.681,16.757,10.37,11,8.1,14
920.753,28.352,54.928,87.084,124.243,85.3,50.63,132.88,42.41,14
22360,298.281,13136,2023,2203,643,63.77,79.46,50.78,11
7606,104.882,3027.1,793.1,1048.1,530.1,72.88,100.3426,69.97,11
2788.6,96.445,867,211.4,281.7,106.8,9.36,10.26,6.69,11
45.257,50.202,0,-17.029,-15.546,-16.612,0.8577,10.8,0.2051,14
43273.862,345.829,9001.433,905.787,3657.617,295.419,126.4,186.22,93.39,14
7917,215.676,3853.4,463.3,698.7,439.1,14.21,14.5,7.602,11
1321.912,25.042,39.979,157.031,188.451,126.036,158.34,174.935,123.5,14
1492.906,19.303,0.305,115.517,116.459,92.69,66.03,71.99,53.4301,14
794.278,29.426,542.374,1.25,37.991,-18.558,1.71,6.66,1.11,19
15032.047,166.373,416.562,452.352,471.779,289.539,19.66,20.37,16.11,14
7194.433,192.129,5264.322,18.163,397.596,-267.931,7.27,8.8,5.97,11
6393.288,466.24,6668.379,300.098,609.422,-363.304,2.86,5.77,2.06,11
,187.542,,,,,9.92,9.92,7.68,11
,12.468,,,,,24.82,25.78,18.52,11
,48.133,,,,,8.06,8.25,6.61,11
1309.417,60.342,0.978,135.249,143.703,125.261,16.41,24.1,13.59,14
151828,123.939,4218,2243,2427,1893,166.58,169.74,102.79,11
1277.358,8.099,21.506,24.312,24.312,13.95,23,25.5,16.62,14
13.656,6.104,1.103,-0.801,-0.728,-1.097,0.93,2.7,0.83,14
738.802,68.232,345.148,142.325,166.538,119.497,41.89,42.27,17.525,14
2171.921,168.121,980.175,-193.389,-113.308,22.159,7.8,16.04,4.8,14
4843.531,451.767,1173.322,236.77,420.17,92.139,21.6,27.72,16.74,11
4843.531,451.767,1173.322,236.77,420.17,92.139,21.6,27.72,16.74,11
954.189,39.584,325.248,23.188,60.882,2.093,3.43,4.18,2.76,14
9367,141,3251,899,1133,667,97.89,98.76,50.66,11
651.456,13.639,146.498,48.854,52.698,4.079,44.71,49.75,32.55,11
109.114,181.803,1.578,-57.858,-57.229,-117.796,4.72,7.25,1.81,14
,107.461,,,,,10.37,10.44,9.13,11
1827.218,146.819,752.828,138.868,254.452,73.679,8.28,8.43,3.6,11
10677,275.563,1280,1474,1647,1062,45.35,48.4,30.75,11
2096.779,8.566,218.47,45.65,45.65,23.324,26.33,26.49,19.36,14
,8.656,,,,,13.4,13.73,10.05,14
,5.261,,,,,13.15,13.4499,12.79,11
,18.305,,,,,10.48,10.89,9.1,11
630.328,5.794,25.895,7.874,8.745,2.996,12.3,12.87,10.9263,14
14127,208.33,5409,209,622,17,24.49,34.28,20.3982,11
36.531,4.802,0,-8.026,-6.096,-8.691,5.36,8.95,4.4439,14
330.234,3.212,5,5.59,6.221,1.582,12.48,12.55,10.8,19
988.432,47.942,422.309,-402.163,-292.53,-468.948,1.76,8.4,0.7007,19
148.615,17.971,62.686,-4.399,-0.981,-9.016,0.9001,1.25,0.8021,12
22.66,3.692,0.33,-8.693,-8.559,-8.599,7.99,73.52,1.61,14
,16.57,,,,,16.47,16.87,13.9,11
695.978,6.07,19.347,12.911,13.409,6.477,12.965,13,10.72,14
90.39,160.478,12.227,-8.289,-3.288,-8.418,0.5885,0.99,0.5026,12
98880,2689.581,51931,7351,10498,3592,12.83,15.98,10.835,11
23671,403.7,8640,2716,2931,1548,24.22,31.96,20.9264,14
23671,403.7,8640,2716,2931,1548,24.22,31.96,20.9264,14
4357.378,42.276,1145.015,435.497,717.577,247.002,108.08,116.88,77.31,11
301.671,14.802,8.537,3.468,11.707,1.27,1.5183,4,1.24,14
3238.671,96.066,1380.457,75.878,200.158,-16.201,11.81,12.09,6.16,14
10975.615,213.71,4645.743,349.271,766.462,-4.882,71.47,74.02,47.1,11
101.04,180.896,19.6,-14.978,-14.631,-17.153,0.9192,1.58,0.8212,12
1857.8,77.56,1242.5,118.5,227.7,-43.6,3.65,5,2.12,14
1974.61,35.848,1335.803,188.144,464.644,87.211,33.43,37.85,19.55,14
32.519,12.615,2.496,4.941,5.466,3.713,12.12,12.12,6.5301,14
126.862,5.6,72.188,1.975,6.154,-1.683,4.066,7.8384,2.64,14
5104.604,27.755,2678.374,510.377,723.072,350.158,837.11,857.9,423.98,11
283.777,26.243,28.696,18.008,27.719,12.893,6.22,7.06,2.51,14
12935.533,196.308,1927.111,842.903,1504.015,564.269,22,32.2644,16.12,11
30.803,6.806,4.125,-8.329,-7.976,-9.186,1.25,13.79,1.1,14
83806,615,17695,1760,4021,298,139.09,141.35,98.1,11
51.09,29.478,7.641,0.603,3.605,-2.732,2.3,2.62,0.7258,12
610.869,5.797,29.351,8.602,9.411,4.087,15.3,16.24,14.25,14
187.283,33.687,0,-14.357,-9.266,-19.26,5.96,9.16,5.45,14
2832.385,31.751,1378.11,113.831,250.002,51.305,25.32,40.76,20.09,11
145.353,119.151,1.04,-11.476,-9.19,-8.915,3,3.73,1.14,12
1891.892,59.9,471.4,95.695,183.003,301.599,24.86,26.37,12.19,11
2204.373,52.558,756.124,425.122,519.289,284.184,118.61,124.15,80.73,11
,13.422,,,,,12.77,13.35,10.68,11
483.748,53.55,12.455,22.81,25.702,115.553,16.41,31.3,11.83,14
25.329,52.65,0,-29.107,-29.107,-26.295,2.59,4.09,1.48,14
1337.3,157.462,445.4,145,198,63.8,11.98,12.26,8.85,11
113.758,1.688,94.625,5.462,8.9,5.5,1.4,5.3,1.01,12
28.984,39.32,0.485,-6.864,-6.72,-7.315,0.63,3.3,0.28,12
169.948,61.4,54.373,-46.927,-39.349,-57.002,7.095,7.7499,1.18,14
1364.7,242.849,542.88,25.286,111.542,-19.482,7.41,13.75,7.01,14
7016.3,73.47,2175,496.5,692.5,310.6,33.53,44.08,29.74,11
86.524,30.149,2.011,5.431,7.934,5.343,7.29,7.83,3.0301,14
2.037,11.298,0,-2.361,-2.347,-2.647,0.602,2.16,0.5,14
532.023,44.542,60.976,-97.764,-20.727,-104.593,4.75,9.05,3.72,14
723.244,65.781,487.418,44.012,48.935,-159.403,0.3425,2.28,0.21,14
2374.619,19.067,97.748,39.728,45.089,16.881,16.88,19.2,12.6,14
718.312,30.471,401.159,61.989,103.693,-7.466,11.07,11.31,6.955,14
2337.511,56.784,785.843,-101.628,-21.296,-130.265,114.78,133.58,81.07,14
1214.7,88.241,1180.068,36.724,155.541,-146.004,6.4,7.23,2.9209,14
11520.717,31.337,676.103,190.412,213.291,79.327,23.81,25.72,17.35,11
3476.178,17.984,301.88,56.054,62.326,27.146,26.83,28.79,23.93,14
14.904,2.104,0.117,-2.713,-2.1,-6.708,5.96,13.5,2.0032,14
34.663,17.383,0,-14.631,-14.623,-14.355,5.15,6.05,2.3168,14
219.151,46.19,200.172,-112.229,-109.921,-132.993,20.16,29.97,15.67,14
11951.6,72.1,7066,767.7,1140,124.7,109.1,113.73,87.3,11
5223.195,80.872,3087.54,294.479,462.52,-100.661,9.79,18.97,8.68,11
,14.928,,,,,20.64,21.3,18.9,11
5439.471,157.788,1950.261,-263.435,-195.774,-336.668,149.77,153.66,99.49,14
133376,2852,9942,28986,34728,18485,205.25,208.93,128.56,14
18.953,4.501,1.399,-1.555,-0.835,6.794,4.35,8.25,2,14
3931.834,181.894,1693.943,165.965,,49.445,13.96,16.23,12.775,11
28.441,130.558,0,-15.748,-15.506,-18.71,0.3557,1.18,0.2196,14
11815.019,200.458,5803.499,1077.837,1354.255,183.373,29.91,47.66,21.43,11
23531,159.002,5378,695,2149,240,92.86,114.14,73.175,14
703.866,34.398,72.553,37.202,64.589,12.862,15.07,17.85,12.81,14
6977.26,670.474,209.705,710.01,846.518,576.882,14.17,14.7298,5.16,11
569.668,46.118,252.227,59.559,80.72,24.535,8.25,9.15,6.08,14
464.449,16.049,307.676,27.242,27.242,-18.879,5.82,7.65,5.33,14
71.444,12.327,0.564,5.453,7.943,7.361,0.4638,1.5,0.451,19
58720,441.026,12022,3236,4600,3076,111.41,119.92,80.24,11
